ID,kwh
2024-10-17_consumer_device_12_data_user_10,0.00043607525540032623
2024-10-18_consumer_device_12_data_user_10,0.0004356403661479637
2024-10-19_consumer_device_12_data_user_10,0.0004357523585764762
2024-10-20_consumer_device_12_data_user_10,0.00043595345951343023
2024-10-21_consumer_device_12_data_user_10,0.00043572511692148723
2024-10-22_consumer_device_12_data_user_10,0.0004357814890449702
2024-10-23_consumer_device_12_data_user_10,0.00043586290241899583
2024-10-24_consumer_device_12_data_user_10,0.0
2024-09-24_consumer_device_12_data_user_11,0.00012058754041927715
2024-09-25_consumer_device_12_data_user_11,0.00013934691530568326
2024-09-26_consumer_device_12_data_user_11,0.00017338835957349363
2024-09-27_consumer_device_12_data_user_11,0.00016796932748652321
2024-09-28_consumer_device_12_data_user_11,0.00015022987834668183
2024-09-29_consumer_device_12_data_user_11,0.00015650117233090787
2024-09-30_consumer_device_12_data_user_11,0.0001493645384795162
2024-10-01_consumer_device_12_data_user_11,0.0001454326796607244
2024-10-02_consumer_device_12_data_user_11,0.0001526424243909463
2024-10-03_consumer_device_12_data_user_11,0.00015350415880709982
2024-10-04_consumer_device_12_data_user_11,0.00015140485244612324
2024-10-05_consumer_device_12_data_user_11,0.00015382044111520154
2024-10-06_consumer_device_12_data_user_11,0.00015293691155071623
2024-10-07_consumer_device_12_data_user_11,0.0001511759577672991
2024-10-08_consumer_device_12_data_user_11,0.00015219632835132625
2024-10-09_consumer_device_12_data_user_11,0.00015228668058313514
2024-10-10_consumer_device_12_data_user_11,0.00015172375519248053
2024-10-11_consumer_device_12_data_user_11,0.00015235621519157536
2024-10-12_consumer_device_12_data_user_11,0.00015242306253189267
2024-10-13_consumer_device_12_data_user_11,0.00015203771289567245
2024-10-14_consumer_device_12_data_user_11,0.00015222690074722476
2024-10-15_consumer_device_12_data_user_11,0.0001522536760586816
2024-10-16_consumer_device_12_data_user_11,0.00015207241927957493
2024-10-17_consumer_device_12_data_user_11,0.00015218199669596162
2024-10-18_consumer_device_12_data_user_11,0.00015222850951998598
2024-10-19_consumer_device_12_data_user_11,0.0001521466225681743
2024-10-20_consumer_device_12_data_user_11,0.00015218824554901104
2024-10-21_consumer_device_12_data_user_11,0.00015220850405563835
2024-10-22_consumer_device_12_data_user_11,0.00015216331565514048
2024-10-23_consumer_device_12_data_user_11,0.00015217906998194063
2024-10-24_consumer_device_12_data_user_11,0.0
2024-09-24_consumer_device_12_data_user_12,0.0004106049814868882
2024-09-25_consumer_device_12_data_user_12,0.0004323634206612439
2024-09-26_consumer_device_12_data_user_12,0.0005464118942245718
2024-09-27_consumer_device_12_data_user_12,0.0005137513922576292
2024-09-28_consumer_device_12_data_user_12,0.0004509151674159682
2024-09-29_consumer_device_12_data_user_12,0.0004994262366503057
2024-09-30_consumer_device_12_data_user_12,0.00045928554252527604
2024-10-01_consumer_device_12_data_user_12,0.0004518356811648511
2024-10-02_consumer_device_12_data_user_12,0.00048253185009967383
2024-10-03_consumer_device_12_data_user_12,0.00047330740470746623
2024-10-04_consumer_device_12_data_user_12,0.0004695507023451987
2024-10-05_consumer_device_12_data_user_12,0.00048334420047808007
2024-10-06_consumer_device_12_data_user_12,0.0004727399192714288
2024-10-07_consumer_device_12_data_user_12,0.00047047482827931695
2024-10-08_consumer_device_12_data_user_12,0.0004762554809087812
2024-10-09_consumer_device_12_data_user_12,0.00047195058687726115
2024-10-10_consumer_device_12_data_user_12,0.00047209474260059646
2024-10-11_consumer_device_12_data_user_12,0.00047559995758289595
2024-10-12_consumer_device_12_data_user_12,0.0004732122853910894
2024-10-13_consumer_device_12_data_user_12,0.0004733247607839924
2024-10-14_consumer_device_12_data_user_12,0.00047461339668588046
2024-10-15_consumer_device_12_data_user_12,0.0004732332928947867
2024-10-16_consumer_device_12_data_user_12,0.000473376630580144
2024-10-17_consumer_device_12_data_user_12,0.0004740606224314533
2024-10-18_consumer_device_12_data_user_12,0.00047342141675635547
2024-10-19_consumer_device_12_data_user_12,0.0004736015293316953
2024-10-20_consumer_device_12_data_user_12,0.00047390423867245033
2024-10-21_consumer_device_12_data_user_12,0.00047355614546834487
2024-10-22_consumer_device_12_data_user_12,0.00047364741324972556
2024-10-23_consumer_device_12_data_user_12,0.0004737703977229337
2024-10-24_consumer_device_12_data_user_12,0.0
2024-09-24_consumer_device_12_data_user_13,0.0004437328604856574
2024-09-25_consumer_device_12_data_user_13,0.00045399241684537697
2024-09-26_consumer_device_12_data_user_13,0.0005788695554141431
2024-09-27_consumer_device_12_data_user_13,0.0005424906538087095
2024-09-28_consumer_device_12_data_user_13,0.00047342248498899247
2024-09-29_consumer_device_12_data_user_13,0.0005315242665655161
2024-09-30_consumer_device_12_data_user_13,0.0004892578140552868
2024-10-01_consumer_device_12_data_user_13,0.00047882762325541877
2024-10-02_consumer_device_12_data_user_13,0.0005135359919353503
2024-10-03_consumer_device_12_data_user_13,0.0005022392603518784
2024-10-04_consumer_device_12_data_user_13,0.0004966447973589615
2024-10-05_consumer_device_12_data_user_13,0.0005129029946313333
2024-10-06_consumer_device_12_data_user_13,0.0005014263386160013
2024-10-07_consumer_device_12_data_user_13,0.0004985757884139431
2024-10-08_consumer_device_12_data_user_13,0.0005057536221169166
2024-10-09_consumer_device_12_data_user_13,0.0005008088508271358
2024-10-10_consumer_device_12_data_user_13,0.0005005502127191134
2024-10-11_consumer_device_12_data_user_13,0.0005047049648066946
2024-10-12_consumer_device_12_data_user_13,0.000501922526751999
2024-10-13_consumer_device_12_data_user_13,0.0005018920719477668
2024-10-14_consumer_device_12_data_user_13,0.0005035756133799961
2024-10-15_consumer_device_12_data_user_13,0.0005019942227647224
2024-10-16_consumer_device_12_data_user_13,0.0005020846937138601
2024-10-17_consumer_device_12_data_user_13,0.0005029602486112388
2024-10-18_consumer_device_12_data_user_13,0.000502187829598114
2024-10-19_consumer_device_12_data_user_13,0.000502341361053981
2024-10-20_consumer_device_12_data_user_13,0.0005027429657798833
2024-10-21_consumer_device_12_data_user_13,0.000502324026574492
2024-10-22_consumer_device_12_data_user_13,0.0005024128033964035
2024-10-23_consumer_device_12_data_user_13,0.0005025888015300758
2024-10-24_consumer_device_12_data_user_13,0.0
2024-09-24_consumer_device_12_data_user_2,0.0003979872920186518
2024-09-25_consumer_device_12_data_user_2,0.00042724327885601716
2024-09-26_consumer_device_12_data_user_2,0.000530895405141112
2024-09-27_consumer_device_12_data_user_2,0.0004979421446472122
2024-09-28_consumer_device_12_data_user_2,0.0004384779398300581
2024-09-29_consumer_device_12_data_user_2,0.00048197355946142463
2024-09-30_consumer_device_12_data_user_2,0.00044718482720100934
2024-10-01_consumer_device_12_data_user_2,0.0004415310219478709
2024-10-02_consumer_device_12_data_user_2,0.0004684997973836415
2024-10-03_consumer_device_12_data_user_2,0.0004618131649293612
2024-10-04_consumer_device_12_data_user_2,0.00045732671445998784
2024-10-05_consumer_device_12_data_user_2,0.0004685698845137864
2024-10-06_consumer_device_12_data_user_2,0.0004601502605073302
2024-10-07_consumer_device_12_data_user_2,0.00045768161447406667
2024-10-08_consumer_device_12_data_user_2,0.00046252204392784545
2024-10-09_consumer_device_12_data_user_2,0.00045968517189081705
2024-10-10_consumer_device_12_data_user_2,0.0004594101668382138
2024-10-11_consumer_device_12_data_user_2,0.0004622438800396456
2024-10-12_consumer_device_12_data_user_2,0.0004605906552617844
2024-10-13_consumer_device_12_data_user_2,0.0004603563646328732
2024-10-14_consumer_device_12_data_user_2,0.0004613739800896058
2024-10-15_consumer_device_12_data_user_2,0.00046048282124913197
2024-10-16_consumer_device_12_data_user_2,0.0004604367204794134
2024-10-17_consumer_device_12_data_user_2,0.0004610050630212643
2024-10-18_consumer_device_12_data_user_2,0.0004606166063045746
2024-10-19_consumer_device_12_data_user_2,0.00046064970165465835
2024-10-20_consumer_device_12_data_user_2,0.00046089328764037265
2024-10-21_consumer_device_12_data_user_2,0.0004606791424452492
2024-10-22_consumer_device_12_data_user_2,0.00046068791247662403
2024-10-23_consumer_device_12_data_user_2,0.00046079556317305795
2024-10-24_consumer_device_12_data_user_2,0.0
2024-09-24_consumer_device_12_data_user_3,0.0016177965952287694
2024-09-25_consumer_device_12_data_user_3,0.001731025306029905
2024-09-26_consumer_device_12_data_user_3,0.0020267539112857305
2024-09-27_consumer_device_12_data_user_3,0.001882862273228743
2024-09-28_consumer_device_12_data_user_3,0.0016911631381457805
2024-09-29_consumer_device_12_data_user_3,0.0017913425442096073
2024-09-30_consumer_device_12_data_user_3,0.0017508314039506726
2024-10-01_consumer_device_12_data_user_3,0.0017227044949882592
2024-10-02_consumer_device_12_data_user_3,0.0017906351205997078
2024-10-03_consumer_device_12_data_user_3,0.0017893170948351466
2024-10-04_consumer_device_12_data_user_3,0.0017633344405030337
2024-10-05_consumer_device_12_data_user_3,0.001780831889959831
2024-10-06_consumer_device_12_data_user_3,0.0017756290569253344
2024-10-07_consumer_device_12_data_user_3,0.001763669783323797
2024-10-08_consumer_device_12_data_user_3,0.0017728376584387568
2024-10-09_consumer_device_12_data_user_3,0.0017742793539509178
2024-10-10_consumer_device_12_data_user_3,0.0017698650093603335
2024-10-11_consumer_device_12_data_user_3,0.001773304552440909
2024-10-12_consumer_device_12_data_user_3,0.0017736352352435926
2024-10-13_consumer_device_12_data_user_3,0.0017711459380512545
2024-10-14_consumer_device_12_data_user_3,0.001772268451942956
2024-10-15_consumer_device_12_data_user_3,0.0017726768195953568
2024-10-16_consumer_device_12_data_user_3,0.0017717498786257932
2024-10-17_consumer_device_12_data_user_3,0.0017722554590258281
2024-10-18_consumer_device_12_data_user_3,0.0017725168472016168
2024-10-19_consumer_device_12_data_user_3,0.0017720894001074705
2024-10-20_consumer_device_12_data_user_3,0.001772231009360724
2024-10-21_consumer_device_12_data_user_3,0.0017723500740992164
2024-10-22_consumer_device_12_data_user_3,0.001772169151307392
2024-10-23_consumer_device_12_data_user_3,0.001772221491184158
2024-10-24_consumer_device_12_data_user_3,0.0
2024-09-24_consumer_device_12_data_user_4,0.0015057754047909004
2024-09-25_consumer_device_12_data_user_4,0.00384232335056058
2024-09-26_consumer_device_12_data_user_4,0.003504012018791999
2024-09-27_consumer_device_12_data_user_4,0.0036887881460761236
2024-09-28_consumer_device_12_data_user_4,0.0034874366175966015
2024-09-29_consumer_device_12_data_user_4,0.0036945319123466566
2024-09-30_consumer_device_12_data_user_4,0.0031877503864625473
2024-10-01_consumer_device_12_data_user_4,0.003478063823279036
2024-10-02_consumer_device_12_data_user_4,0.0033622584387295717
2024-10-03_consumer_device_12_data_user_4,0.0034089787992733754
2024-10-04_consumer_device_12_data_user_4,0.003394054587115182
2024-10-05_consumer_device_12_data_user_4,0.0034732531545082074
2024-10-06_consumer_device_12_data_user_4,0.003386519689597254
2024-10-07_consumer_device_12_data_user_4,0.003441911867881973
2024-10-08_consumer_device_12_data_user_4,0.0034156826805906773
2024-10-09_consumer_device_12_data_user_4,0.0034199057880742565
2024-10-10_consumer_device_12_data_user_4,0.0034117413267114364
2024-10-11_consumer_device_12_data_user_4,0.003428148492880871
2024-10-12_consumer_device_12_data_user_4,0.0034116852964043427
2024-10-13_consumer_device_12_data_user_4,0.0034230755209083787
2024-10-14_consumer_device_12_data_user_4,0.003418885270708687
2024-10-15_consumer_device_12_data_user_4,0.0034201136347710775
2024-10-16_consumer_device_12_data_user_4,0.0034180101225866205
2024-10-17_consumer_device_12_data_user_4,0.0034213224478097555
2024-10-18_consumer_device_12_data_user_4,0.003417943624304041
2024-10-19_consumer_device_12_data_user_4,0.0034200306417762755
2024-10-20_consumer_device_12_data_user_4,0.0034192578923309402
2024-10-21_consumer_device_12_data_user_4,0.003419576476919144
2024-10-22_consumer_device_12_data_user_4,0.003419107716150493
2024-10-23_consumer_device_12_data_user_4,0.00341981678929325
2024-10-24_consumer_device_12_data_user_4,0.0
2024-09-24_consumer_device_12_data_user_5,0.059821826889247344
2024-09-25_consumer_device_12_data_user_5,0.05885609316450044
2024-09-26_consumer_device_12_data_user_5,0.05476611536209044
2024-09-27_consumer_device_12_data_user_5,0.046201767025144155
2024-09-28_consumer_device_12_data_user_5,0.04940527407375045
2024-09-29_consumer_device_12_data_user_5,0.051585057813655195
2024-09-30_consumer_device_12_data_user_5,0.05287594765811623
2024-10-01_consumer_device_12_data_user_5,0.053084317195122556
2024-10-02_consumer_device_12_data_user_5,0.05157800628602197
2024-10-03_consumer_device_12_data_user_5,0.05123671907018739
2024-10-04_consumer_device_12_data_user_5,0.051380530983980655
2024-10-05_consumer_device_12_data_user_5,0.05169902585588443
2024-10-06_consumer_device_12_data_user_5,0.05195991276656829
2024-10-07_consumer_device_12_data_user_5,0.05184823052448387
2024-10-08_consumer_device_12_data_user_5,0.051720441449998635
2024-10-09_consumer_device_12_data_user_5,0.05166187725915698
2024-10-10_consumer_device_12_data_user_5,0.051678807808863456
2024-10-11_consumer_device_12_data_user_5,0.05173856748237514
2024-10-12_consumer_device_12_data_user_5,0.05175632999692022
2024-10-13_consumer_device_12_data_user_5,0.05174552319603944
2024-10-14_consumer_device_12_data_user_5,0.051728103013522334
2024-10-15_consumer_device_12_data_user_5,0.05171946406589836
2024-10-16_consumer_device_12_data_user_5,0.051724742740210716
2024-10-17_consumer_device_12_data_user_5,0.05173125021011461
2024-10-18_consumer_device_12_data_user_5,0.05173358497875997
2024-10-19_consumer_device_12_data_user_5,0.05173202766499501
2024-10-20_consumer_device_12_data_user_5,0.051729427872340465
2024-10-21_consumer_device_12_data_user_5,0.051728697799480125
2024-10-22_consumer_device_12_data_user_5,0.051729376007298586
2024-10-23_consumer_device_12_data_user_5,0.05173023452003994
2024-10-24_consumer_device_12_data_user_5,0.0
2024-09-24_consumer_device_12_data_user_6,0.004545775630999362
2024-09-25_consumer_device_12_data_user_6,0.010759008945079605
2024-09-26_consumer_device_12_data_user_6,0.01982508962228722
2024-09-27_consumer_device_12_data_user_6,0.024596188978973407
2024-09-28_consumer_device_12_data_user_6,0.017774445439339332
2024-09-29_consumer_device_12_data_user_6,0.01631641560409518
2024-09-30_consumer_device_12_data_user_6,0.01505536888234629
2024-10-01_consumer_device_12_data_user_6,0.01446926283636934
2024-10-02_consumer_device_12_data_user_6,0.015549979300477986
2024-10-03_consumer_device_12_data_user_6,0.017151289429405372
2024-10-04_consumer_device_12_data_user_6,0.01669507008432937
2024-10-05_consumer_device_12_data_user_6,0.016680209080825372
2024-10-06_consumer_device_12_data_user_6,0.016457859935720943
2024-10-07_consumer_device_12_data_user_6,0.01613133510451353
2024-10-08_consumer_device_12_data_user_6,0.016090184504375077
2024-10-09_consumer_device_12_data_user_6,0.016343265323644347
2024-10-10_consumer_device_12_data_user_6,0.016327660864593457
2024-10-11_consumer_device_12_data_user_6,0.016381895796972933
2024-10-12_consumer_device_12_data_user_6,0.016392204781619877
2024-10-13_consumer_device_12_data_user_6,0.016338550210348496
2024-10-14_consumer_device_12_data_user_6,0.016300357483023307
2024-10-15_consumer_device_12_data_user_6,0.0163262386476457
2024-10-16_consumer_device_12_data_user_6,0.016319315675537512
2024-10-17_consumer_device_12_data_user_6,0.016330069349247876
2024-10-18_consumer_device_12_data_user_6,0.016340496791953714
2024-10-19_consumer_device_12_data_user_6,0.016337264499292063
2024-10-20_consumer_device_12_data_user_6,0.016329678947857244
2024-10-21_consumer_device_12_data_user_6,0.016332133812689397
2024-10-22_consumer_device_12_data_user_6,0.016329284921876436
2024-10-23_consumer_device_12_data_user_6,0.016329720790541086
2024-10-24_consumer_device_12_data_user_6,0.0
2024-09-24_consumer_device_12_data_user_7,0.00038700698916367487
2024-09-25_consumer_device_12_data_user_7,0.0004101636143333834
2024-09-26_consumer_device_12_data_user_7,0.0005052904798678681
2024-09-27_consumer_device_12_data_user_7,0.0004785131342623434
2024-09-28_consumer_device_12_data_user_7,0.00042206716932018015
2024-09-29_consumer_device_12_data_user_7,0.00046276861622252294
2024-09-30_consumer_device_12_data_user_7,0.00043247527220530434
2024-10-01_consumer_device_12_data_user_7,0.00042656447846088223
2024-10-02_consumer_device_12_data_user_7,0.0004499283065782402
2024-10-03_consumer_device_12_data_user_7,0.0004445423737824694
2024-10-04_consumer_device_12_data_user_7,0.0004401058751365385
2024-10-05_consumer_device_12_data_user_7,0.0004498798401655136
2024-10-06_consumer_device_12_data_user_7,0.00044304565236352717
2024-10-07_consumer_device_12_data_user_7,0.0004408564322247523
2024-10-08_consumer_device_12_data_user_7,0.0004448742336444906
2024-10-09_consumer_device_12_data_user_7,0.0004426426363723291
2024-10-10_consumer_device_12_data_user_7,0.0004422836073919077
2024-10-11_consumer_device_12_data_user_7,0.0004445646654237641
2024-10-12_consumer_device_12_data_user_7,0.00044329378787017523
2024-10-13_consumer_device_12_data_user_7,0.00044307559790464357
2024-10-14_consumer_device_12_data_user_7,0.0004438818402638459
2024-10-15_consumer_device_12_data_user_7,0.00044322201045403294
2024-10-16_consumer_device_12_data_user_7,0.0004431637116577128
2024-10-17_consumer_device_12_data_user_7,0.0004435948253125266
2024-10-18_consumer_device_12_data_user_7,0.0004433112391304269
2024-10-19_consumer_device_12_data_user_7,0.00044332498283285675
2024-10-20_consumer_device_12_data_user_7,0.00044350552767243484
2024-10-21_consumer_device_12_data_user_7,0.00044335575170155266
2024-10-22_consumer_device_12_data_user_7,0.0004433578986965917
2024-10-23_consumer_device_12_data_user_7,0.00044343574571999975
2024-10-24_consumer_device_12_data_user_7,0.0
2024-09-24_consumer_device_12_data_user_8,0.0004591689320042271
2024-09-25_consumer_device_12_data_user_8,0.00047663704979819516
2024-09-26_consumer_device_12_data_user_8,0.0006046126644140531
2024-09-27_consumer_device_12_data_user_8,0.0005629491377641687
2024-09-28_consumer_device_12_data_user_8,0.000493738996977402
2024-09-29_consumer_device_12_data_user_8,0.0005488220922739474
2024-09-30_consumer_device_12_data_user_8,0.0005065266043228619
2024-10-01_consumer_device_12_data_user_8,0.0004978784213022453
2024-10-02_consumer_device_12_data_user_8,0.0005328217532665938
2024-10-03_consumer_device_12_data_user_8,0.0005219819361781283
2024-10-04_consumer_device_12_data_user_8,0.0005170073359404717
2024-10-05_consumer_device_12_data_user_8,0.0005320528511559977
2024-10-06_consumer_device_12_data_user_8,0.0005206384020384141
2024-10-07_consumer_device_12_data_user_8,0.0005178885402356574
2024-10-08_consumer_device_12_data_user_8,0.0005246586218841389
2024-10-09_consumer_device_12_data_user_8,0.0005200979949397465
2024-10-10_consumer_device_12_data_user_8,0.0005200567607779721
2024-10-11_consumer_device_12_data_user_8,0.0005239297341430849
2024-10-12_consumer_device_12_data_user_8,0.0005213355375401596
2024-10-13_consumer_device_12_data_user_8,0.0005212832212979096
2024-10-14_consumer_device_12_data_user_8,0.0005227705434941892
2024-10-15_consumer_device_12_data_user_8,0.0005213155428469518
2024-10-16_consumer_device_12_data_user_8,0.0005214142419373631
2024-10-17_consumer_device_12_data_user_8,0.0005222098667597578
2024-10-18_consumer_device_12_data_user_8,0.0005215321553298759
2024-10-19_consumer_device_12_data_user_8,0.0005216746692906054
2024-10-20_consumer_device_12_data_user_8,0.0005220251600648074
2024-10-21_consumer_device_12_data_user_8,0.0005216524273562816
2024-10-22_consumer_device_12_data_user_8,0.0005217269351420202
2024-10-23_consumer_device_12_data_user_8,0.0005218783616793833
2024-10-24_consumer_device_12_data_user_8,0.0
2024-09-24_consumer_device_12_data_user_9,0.0004489170763642334
2024-09-25_consumer_device_12_data_user_9,0.0004652556047956633
2024-09-26_consumer_device_12_data_user_9,0.0005882350885018062
2024-09-27_consumer_device_12_data_user_9,0.0005431640714687739
2024-09-28_consumer_device_12_data_user_9,0.0004758725901895563
2024-09-29_consumer_device_12_data_user_9,0.0005294572245833753
2024-09-30_consumer_device_12_data_user_9,0.0004878777314049789
2024-10-01_consumer_device_12_data_user_9,0.0004811293204547433
2024-10-02_consumer_device_12_data_user_9,0.0005161361449846826
2024-10-03_consumer_device_12_data_user_9,0.0005045427344436116
2024-10-04_consumer_device_12_data_user_9,0.0005001940150260286
2024-10-05_consumer_device_12_data_user_9,0.000514680218685221
2024-10-06_consumer_device_12_data_user_9,0.0005027056055637546
2024-10-07_consumer_device_12_data_user_9,0.0005004639314200786
2024-10-08_consumer_device_12_data_user_9,0.0005072273131763144
2024-10-09_consumer_device_12_data_user_9,0.0005024639450193938
2024-10-10_consumer_device_12_data_user_9,0.0005028099135349169
2024-10-11_consumer_device_12_data_user_9,0.0005066070304660581
2024-10-12_consumer_device_12_data_user_9,0.0005038129670063526
2024-10-13_consumer_device_12_data_user_9,0.0005039249786304889
2024-10-14_consumer_device_12_data_user_9,0.0005053486970491838
2024-10-15_consumer_device_12_data_user_9,0.0005037946121150983
2024-10-16_consumer_device_12_data_user_9,0.0005040216381750749
2024-10-17_consumer_device_12_data_user_9,0.0005047941490943174
2024-10-18_consumer_device_12_data_user_9,0.0005040690487438499
2024-10-19_consumer_device_12_data_user_9,0.0005042795524573241
2024-10-20_consumer_device_12_data_user_9,0.0005046046162904066
2024-10-21_consumer_device_12_data_user_9,0.0005042009007641987
2024-10-22_consumer_device_12_data_user_9,0.0005043127597875218
2024-10-23_consumer_device_12_data_user_9,0.0005044495824433196
2024-10-24_consumer_device_12_data_user_9,0.0
2024-09-24_consumer_device_13_data_user_1,0.0012644652483595415
2024-09-25_consumer_device_13_data_user_1,0.0011233494818469639
2024-09-26_consumer_device_13_data_user_1,0.0010434261221580192
2024-09-27_consumer_device_13_data_user_1,0.0005483731656797659
2024-09-28_consumer_device_13_data_user_1,0.0006345460425218984
2024-09-29_consumer_device_13_data_user_1,0.0006304866379796116
2024-09-30_consumer_device_13_data_user_1,0.0008907390008044605
2024-10-01_consumer_device_13_data_user_1,0.0008368598284923202
2024-10-02_consumer_device_13_data_user_1,0.000862339732454379
2024-10-03_consumer_device_13_data_user_1,0.0007237955159869222
2024-10-04_consumer_device_13_data_user_1,0.0007585377765441826
2024-10-05_consumer_device_13_data_user_1,0.0007328386168643136
2024-10-06_consumer_device_13_data_user_1,0.0008075315338665033
2024-10-07_consumer_device_13_data_user_1,0.000784901668124893
2024-10-08_consumer_device_13_data_user_1,0.0008050212531199058
2024-10-09_consumer_device_13_data_user_1,0.0007642022628991168
2024-10-10_consumer_device_13_data_user_1,0.0007789330266004503
2024-10-11_consumer_device_13_data_user_1,0.0007647423820116516
2024-10-12_consumer_device_13_data_user_1,0.0007873610696425014
2024-10-13_consumer_device_13_data_user_1,0.0007778272278491674
2024-10-14_consumer_device_13_data_user_1,0.0007872974580954081
2024-10-15_consumer_device_13_data_user_1,0.0007745923126489654
2024-10-16_consumer_device_13_data_user_1,0.0007807152473072756
2024-10-17_consumer_device_13_data_user_1,0.0007746004103269238
2024-10-18_consumer_device_13_data_user_1,0.0007818292866184257
2024-10-19_consumer_device_13_data_user_1,0.0007779283917913026
2024-10-20_consumer_device_13_data_user_1,0.0007817946403238687
2024-10-21_consumer_device_13_data_user_1,0.0007776331290635367
2024-10-22_consumer_device_13_data_user_1,0.0007800996639632119
2024-10-23_consumer_device_13_data_user_1,0.0007776887598325489
2024-10-24_consumer_device_13_data_user_1,0.0
2024-09-24_consumer_device_13_data_user_10,0.0024696918151318414
2024-09-25_consumer_device_13_data_user_10,0.004512560003085036
2024-09-26_consumer_device_13_data_user_10,0.0035168599487512575
2024-09-27_consumer_device_13_data_user_10,0.0020074871367764084
2024-09-28_consumer_device_13_data_user_10,0.001407056029533761
2024-09-29_consumer_device_13_data_user_10,0.0019871440041402027
2024-09-30_consumer_device_13_data_user_10,0.002858806658144618
2024-10-01_consumer_device_13_data_user_10,0.0030577282517369304
2024-10-02_consumer_device_13_data_user_10,0.0026284911091238195
2024-10-03_consumer_device_13_data_user_10,0.0021840371609273775
2024-10-04_consumer_device_13_data_user_10,0.0021516356374881745
2024-10-05_consumer_device_13_data_user_10,0.0024298625227439233
2024-10-06_consumer_device_13_data_user_10,0.002650514726726311
2024-10-07_consumer_device_13_data_user_10,0.0026219243018391273
2024-10-08_consumer_device_13_data_user_10,0.0024528308063649497
2024-10-09_consumer_device_13_data_user_10,0.0023504793918164655
2024-10-10_consumer_device_13_data_user_10,0.0023909030598517527
2024-10-11_consumer_device_13_data_user_10,0.002488859863374205
2024-10-12_consumer_device_13_data_user_10,0.002532014317407424
2024-10-13_consumer_device_13_data_user_10,0.0024970484804017093
2024-10-14_consumer_device_13_data_user_10,0.0024428554944241213
2024-10-15_consumer_device_13_data_user_10,0.002427471184603985
2024-10-16_consumer_device_13_data_user_10,0.002452918361381263
